구분(1),구분(2),구분(3),구분(4),2023.03,2023.04,2023.05,2023.06,2023.07,2023.08
도시대기,경기,안성,봉산동,0.0422,0.0446,0.0482,0.0523,0.036,0.0336
도시대기,경기,안성,공도읍,0.0339,0.0386,0.0431,0.0498,0.0351,0.0347
도시대기,경기,안성,죽산면,0.0342,0.0381,0.0428,0.0497,0.034,0.03
도시대기,경기,이천,창전동,0.0334,0.0397,0.0457,0.0516,0.0357,0.0335
도시대기,경기,이천,장호원읍,0.0347,0.0397,0.0461,0.0526,0.0366,0.0324
도시대기,경기,이천,부발읍,0.032,0.0377,0.0437,0.0498,0.0364,0.0336
도시대기,경기,파주,금촌동,0.0273**,-,-,-,-,-
도시대기,경기,파주,운정,0.0339,0.0379,0.0413,0.0482,0.0359,0.0304
도시대기,경기,파주,파주읍,0.0393,0.0419,0.0448,0.0447,0.0342,0.0275
도시대기,경기,포천,선단동,0.0333,0.037,0.0416,0.0425,0.0331,0.0276
도시대기,경기,포천,일동면,0.043,0.0426,0.0491,0.0464,0.035,0.0292
도시대기,경기,여주,중앙동,0.0306,0.0358,0.04,0.046,0.0349,0.0321
도시대기,경기,여주,대신면,0.0355,0.0401,0.0463,0.0498,0.0409,0.0395
도시대기,경기,여주,가남읍,0.0301,0.0347,0.0406,0.0466,0.0379,0.0353
도시대기,경기,연천,연천,0.0323,0.0353,0.0411,0.0405,0.0312,0.0239
도시대기,경기,연천,전곡,0.0381,0.0394,0.0424,0.0408,0.0314,0.0241
도시대기,경기,가평,가평읍,0.0357,0.0397,0.0473,0.0428,0.0338,0.0293
도시대기,경기,가평,설악면,0.0363,0.0376,0.0405,0.0398,0.0289,0.0253
도시대기,경기,양평,양평읍,0.0326,0.037,0.0421,0.0435,0.0313,0.0288
도시대기,경기,양평,용문면,0.0371,0.0398,0.045,0.0456,0.0341,0.0295
도시대기,강원,양구,양구읍,0.0424,0.0449,0.0465,0.0425,0.0330**,0.024
도시대기,강원,고성,상리,0.046,0.0449,0.0483,0.0457,0.0356,0.0249
도시대기,강원,정선,정선읍사무소,0.0427,0.0444,0.044,0.0427,0.0293,0.0265
도시대기,강원,횡성,우천면,0.0382,0.0428,0.0469,0.0468,0.0331,0.0281**
도시대기,강원,횡성,횡성읍,0.0411,0.0441,0.0475,0.047,0.0306,0.0279
도시대기,강원,춘천,중앙로,0.0419,0.0445,0.0496,0.0444,0.0317,0.0285
도시대기,강원,춘천,석사동,0.0359,0.0412,0.046,0.0452,-,-
도시대기,강원,춘천,신사우동,0.0415,0.0436,0.0494,0.0466,0.0344,0.0303
도시대기,강원,강릉,주문진읍,0.0438,0.0429,0.0431,0.0429,0.0332,0.0284
도시대기,강원,강릉,옥천동,0.0453,0.045,0.0486,0.0491,0.0369,0.0303
도시대기,강원,원주,중앙동,0.036,0.0414,0.0458,0.0475,0.0312,0.0288
도시대기,강원,원주,문막읍,0.0348,0.037,0.0419,0.0443,0.0287,0.028
도시대기,강원,원주,반곡동,0.0357,0.0406,0.044,0.0487,0.0339,0.031
도시대기,강원,원주,지정면,0.0423,0.0417,0.0456,0.0476,0.0336,0.0323
도시대기,강원,동해,천곡동,0.041,0.0433,0.044,0.0441,0.032,0.0292
도시대기,강원,삼척,남양동,0.045,0.0469,0.0462,0.0462,0.0318,0.0186
도시대기,강원,평창,평창읍,0.0385,0.0403,0.0428,0.0392,0.0258,0.0246
도시대기,강원,양양,양양읍,0.0445,0.0469,0.0505,0.0493,0.0431,0.0348
도시대기,강원,속초,금호동,0.0423,0.0432,0.0443,0.0451,0.0364,0.0286
도시대기,강원,영월,영월읍,0.0345,0.036,0.0378,0.0388,0.0239,0.0275
도시대기,강원,철원,갈말읍,0.0383,0.0405,0.0457,0.0444,0.0361,0.0283
도시대기,강원,홍천,홍천읍,0.0316,0.0348,0.039,0.0384,0.0272,0.0249
도시대기,강원,화천,화천군,0.0376,0.041,0.0422,0.0361,0.0242,0.0186
도시대기,강원,태백,황지동,0.0453,0.0473,0.0453,0.0455,0.0349,0.0284
도시대기,강원,인제,인제읍,0.0448,0.0489,0.0505,0.0473,0.0346,0.0289
도시대기,충북,괴산,괴산읍,0.0356,0.0389,0.0416,0.0481,0.0295,0.0284
도시대기,충북,괴산,감물면,0.034,0.0385,0.0393,0.0427,0.0279,0.0268
도시대기,충북,음성,음성읍,0.0385,0.0408,0.0452,0.0481,0.0294,0.0256
도시대기,충북,음성,소이면,0.0383,0.0386,0.0459,0.0467,0.0262,0.0265
도시대기,충북,청주,송정동,0.0354,0.0417*,0.0362**,0.0525,0.0347,0.0336
도시대기,충북,청주,사천동,0.0299,0.0367,0.0422,0.0529*,0.0303,0.0292
도시대기,충북,청주,용담동,0.0382,0.0473**,-,-,-,0.0300**
