구분(1),구분(2),구분(3),구분(4),2023.03,2023.04,2023.05,2023.06,2023.07,2023.08
도시대기,전남,장흥,장흥읍,60,61,33,24,21,23
도시대기,전남,진도,진도읍,48,61,27,16,18,17
도시대기,전남,완도,신지면,51,68,35,19,20,19
도시대기,전남,함평,함평읍,49,60,30,19,18,19
도시대기,전남,고흥,고흥읍,45,57,31,19,18,19
도시대기,전남,신안,신안군,49,63,30,19,17,17
도시대기,전남,무안,무안읍,55,62,33,24,23,24
도시대기,전남,강진,강진읍,49,49,30,21,24,24
도시대기,전남,곡성,곡성읍,55,55,30,20,18,18
도시대기,전남,구례,구례읍,61,61,36,24,17,17
도시대기,전남,보성,벌교읍,44,58,30,18,17,21
도시대기,전남,보성,보성읍,60,58,33,20,21,23
도시대기,경북,영덕,영덕읍,49,56,28,20,22,18
도시대기,경북,영덕,영해면,54,66,32,22,23,19
도시대기,경북,영천,영천시,65,70,35,28,29,23
도시대기,경북,의성,의성읍,53,61,31,25,23,20
도시대기,경북,의성,안계면사무소,58,68,34,21,22,20
도시대기,경북,포항,장흥동,65,70,39,29,30,30
도시대기,경북,포항,장량동,57,62,33,-,-,-
도시대기,경북,포항,대도동,61,67,34,24,30,29
도시대기,경북,포항,대송면,58,65,39,31,28,27
도시대기,경북,포항,3공단,74,78,43,36**,-,-
도시대기,경북,포항,송도동,64,74,43,31,30,31
도시대기,경북,포항,오천읍,66,69,37,26,26,28
도시대기,경북,포항,청림동,71,80,45,36,35,33
도시대기,경북,포항,연일읍,58,64,34,27,29,28
도시대기,경북,포항,제철동,69,74*,48,31,29,30
도시대기,경북,구미,공단동,64,72,49,39,32,23
도시대기,경북,구미,원평동,69,73,37,29,28,25
도시대기,경북,구미,형곡동,59,69,33,26,27,24
도시대기,경북,구미,4공단,59,65,35,24,22,23
도시대기,경북,구미,진미동,67,76,46,33,32,31
도시대기,경북,김천,대광동,66,74,37,28,27,24
도시대기,경북,김천,평화남산동,60,70,32,26,24,20
도시대기,경북,김천,율곡동,65,75,38,30,28,26
도시대기,경북,경주,성건동,61,69,36,30,26,20
도시대기,경북,경주,보덕동,51,58,26,19,17,13
도시대기,경북,경주,안강읍,56,63,31,20,19,14
도시대기,경북,경주,외동읍,60,65,34,26,23,17
도시대기,경북,안동,명륜동,62,73,30,22,26,23
도시대기,경북,영주,가흥동,66,84,45,31,33,39
도시대기,경북,영주,영주동,63,72,34,21,24,29
도시대기,경북,경산,중방동,63,70,36,28,27,22
도시대기,경북,경산,하양읍,60,66,33,27,29,25
도시대기,경북,경산,진량읍,65,67,35,30,31,23
도시대기,경북,상주,상주시,61,71,39,31,26,23
도시대기,경북,칠곡,칠곡군,60,69,37,29,28,21
도시대기,경북,울진,울진군,53,76,34,23,23,20
도시대기,경북,봉화,석포면,45,55,28,19,18,15
도시대기,경북,봉화,봉화군,45,60,29,20,19,16
도시대기,경북,울릉,울릉읍,56,57,30,15,15,16
도시대기,경북,고령,대가야읍,52,58,31,23,25,23
도시대기,경북,군위,군위군,53,62,28,17,-,-
도시대기,경북,성주,성주군,57,62,32,23,24,22
도시대기,경북,예천,예천군,59,73,37,29,28,25
도시대기,경북,청도,화양읍,49,58,29,24,23,18
도시대기,경북,청송,청송군,52,66,30,23,23,19
도시대기,경북,영양,영양군,53,64,30,22,19,15
도시대기,경북,문경,문경시,60,72,35,24,20,17
도시대기,경남,창원,명서동,54,62,37,30,32,26
도시대기,경남,창원,웅남동,47,51,32,23,27,22
