구분(1),구분(2),구분(3),구분(4),2023.03,2023.04,2023.05,2023.06,2023.07,2023.08
도시대기,충청북도,충주,살미면,0.0026,0.0026,0.0021,0.002,0.002,0.0021
도시대기,충청북도,제천,장락동,0.0025,0.0017,0.0016,0.0015,0.0013,0.0016
도시대기,충청북도,제천,영천동,0.0025,0.0019,0.0017,0.0017,0.0018,0.0017
도시대기,충청북도,제천,청풍면,0.0019,0.0013,0.0015,0.0016,0.0014,0.0014
도시대기,충청북도,단양,매포읍,0.0036,0.0037,0.0031,0.0031,0.0019,0.0022
도시대기,충청북도,단양,단성면,0.0035,0.0023,0.0019,0.0018,0.0016,0.0016
도시대기,충청북도,단양,단양읍,0.0026,0.0022,0.0023,0.0023,0.0014,0.0015
도시대기,충청북도,진천,진천읍,0.0028,0.0019,0.0018,0.0018,0.0014,0.0017
도시대기,충청북도,진천,덕산읍,0.003,0.0021,0.0026,0.0023,0.0023,0.0024
도시대기,충청북도,옥천,옥천읍,0.002,0.0016,0.0016,0.0015,0.0011,0.0012
도시대기,충청북도,영동,영동읍,0.002,0.0019,0.002,0.0019,0.0014,0.0014
도시대기,충청북도,영동,황간면,0.0017,0.0013,0.0015,0.0016,0.0012,0.0011
도시대기,충청북도,증평,도안면,0.002,0.0017,0.0018,0.0017,0.0016,0.0014
도시대기,충청북도,증평,증평읍,0.0027,0.0022,0.0022,0.0023,0.0022,0.0023
도시대기,충청북도,보은,보은읍,0.0023,0.0029,0.0022,0.0023,0.0024,0.0026
도시대기,충청남도,천안,성황동,0.0032,0.0022,0.0024,0.0025,0.0024,0.0028
도시대기,충청남도,천안,백석동,0.0034,0.0025*,-,-,0.0028,0.0027
도시대기,충청남도,천안,성거읍,0.0028,0.0026,0.0026,0.0026,0.0025,0.0024
도시대기,충청남도,천안,신방동,0.0041,0.0035,0.0037,0.0038,0.0036,0.0039
도시대기,충청남도,당진,송산면,0.0078,0.0047,0.0043,0.0056,0.0032,0.0041
도시대기,충청남도,당진,당진시청사,0.0036,0.0031,0.003,0.003,0.0028,0.0031
도시대기,충청남도,당진,합덕읍,0.0029,0.0025,0.0024,0.0026,0.0025,0.0026
도시대기,충청남도,서산,독곶리,0.0037,0.0032,0.0035,0.003,0.003,0.003
도시대기,충청남도,서산,동문동,0.0037,0.0033,0.0032,0.0033,0.0027,0.0032
도시대기,충청남도,서산,대산리,0.0038,0.0027,0.0027,0.0026,0.0024,0.0024
도시대기,충청남도,서산,성연면,0.0028,0.0024,0.0024,0.0024,0.0024,0.0029
도시대기,충청남도,아산,모종동,0.0042,0.0035,0.0035,0.0037,0.0033,0.0037
도시대기,충청남도,아산,배방읍,0.0038,0.003,0.0032,0.003,0.0026,0.0031*
도시대기,충청남도,아산,도고면,0.0037,0.0033,0.0034,0.0034,0.0034,0.0035
도시대기,충청남도,아산,둔포면,0.0032,0.0032,0.0032,0.0033,0.0028,0.0032
도시대기,충청남도,아산,인주면,0.0031,0.0026,0.003,0.0032,0.0028,0.0029
도시대기,충청남도,아산,송악면,0.0032,0.0025,0.0024,0.0027,0.0023,0.0028
도시대기,충청남도,논산,논산,0.0029,0.0032,0.0028,0.0026,0.0027,0.0031
도시대기,충청남도,논산,연무읍사무소,0.0031,0.0027,0.0026,0.0023,0.0019,0.0022
도시대기,충청남도,논산,성동면,0.0029,0.0023,0.0023,0.0022,0.0022,0.0026
도시대기,충청남도,태안,이원면,0.0027,0.0025,0.0026,0.0026,0.0024,0.0027
도시대기,충청남도,태안,태안읍,0.0032,0.0024,0.0023,0.0024,0.0027,0.0026
도시대기,충청남도,태안,원북면,0.003,0.0025,0.0025,0.0021,0.0026,0.0031
도시대기,충청남도,보령,대천2동,0.0031,0.0027,0.003,0.0032,0.0033,0.0034
도시대기,충청남도,보령,주교면,0.0031,0.003,0.0029*,0.0032,0.003,0.0030*
도시대기,충청남도,홍성,홍성읍,0.0034,0.0034,0.0035,0.0036,0.0041,0.0033
도시대기,충청남도,홍성,내포,0.0024,0.002,0.0019,0.0023,0.0025,0.0029
도시대기,충청남도,공주,공주,0.003,0.0028,0.0029,0.003,0.003,0.0034
도시대기,충청남도,공주,탄천면,0.0032,0.0031,0.0031,0.0033,0.0034,0.0029
도시대기,충청남도,부여,부여읍,0.0026,0.0023,0.0023,0.0023,0.0023,0.0024
도시대기,충청남도,청양,청양읍,0.0035,0.0034,0.0031,0.0031,0.0038,0.0025**
도시대기,충청남도,청양,정산면사무소,0.0026,0.0023,0.0025,0.0024,0.0024,0.0029
도시대기,충청남도,금산,금산읍,0.0042,0.0035,0.0036,0.0038,0.0027*,0.0028
도시대기,충청남도,예산,예산군,0.0033,0.003,0.0031,0.0033,0.0038,0.0036
도시대기,충청남도,예산,삽교읍,0.0026,0.0027,0.003,0.003,0.0031,0.0035
도시대기,충청남도,예산,고덕면,-,-,-,-,0.0031,0.0033
도시대기,충청남도,계룡,엄사면,0.0028,0.0028,0.0031,0.0027,0.0024,0.0025
도시대기,충청남도,서천,서천읍,0.0026,0.0027,0.0026,0.0023,0.0022,0.0021
도시대기,충청남도,서천,서면,0.0022,0.0023,0.0023,0.0021,0.0023,0.0024
도시대기,충청남도,서천,장항읍,0.0028,0.0028,0.0028,0.0027,0.0027,0.0025
도시대기,전라북도,임실,관촌면,0.0029,0.0025,0.0022,0.0021,0.0023,0.0024
도시대기,전라북도,임실,임실읍,0.0018,0.002,0.0022,0.0023,0.0025,0.0017
도시대기,전라북도,전주,삼천동,0.0017,0.0017,0.0021,0.0021,0.0024,0.0027
도시대기,전라북도,전주,팔복동,0.002,0.0023,0.0027,0.0027,0.0025,0.003
도시대기,전라북도,전주,노송동,0.0023,0.0019,0.0023,0.0026,0.0019,0.0028
도시대기,전라북도,전주,송천동,0.0019,0.0018,0.002,0.0022,0.0022,0.0023
도시대기,전라북도,전주,혁신동,0.0016,0.0018,0.0023,0.0021,0.0023,0.0026**
도시대기,전라북도,전주,여의동,0.0033,0.0026,0.0028,0.003,0.0029,0.0034
도시대기,전라북도,전주,효자동,0.0022,0.0022,0.0025,0.0025,0.0025,0.0027
도시대기,전라북도,군산,신풍동,0.0019,0.0017,0.0017,0.0017,0.0016,0.0017
도시대기,전라북도,군산,소룡동,0.0033,0.0026,0.0022,0.0026,0.0021,0.0028
도시대기,전라북도,군산,소룡동2,0.0021,0.0021,0.0023,0.0018,0.0018,0.0022
도시대기,전라북도,군산,사정동,0.0021,0.0019,0.0019,0.0017,0.0016,0.0017
도시대기,전라북도,군산,옥산면,0.0022,0.0019,0.0021,0.002,0.0017,0.0019
도시대기,전라북도,군산,비응도동,0.0021,0.002,0.002,0.0017,0.0018,0.0023
도시대기,전라북도,익산,함열읍,0.0027,0.0023,0.0021,0.0019,0.0022,0.0026
도시대기,전라북도,익산,팔봉동,0.0023,0.0023,0.0025,0.0026,0.0025,0.0027
도시대기,전라북도,익산,모현동,0.0035,0.0029,0.003,0.0028,0.0029,0.0026
도시대기,전라북도,익산,삼기면,0.0023,0.0024,0.0026,0.0026,0.0025,0.0025
도시대기,전라북도,익산,용동면,0.0023,0.0017,0.0026,0.0022,0.0021,0.0023
도시대기,전라북도,익산,춘포면,0.0022,0.0021,0.0024,0.0026,0.0028,0.0031
도시대기,전라북도,익산,여산면,0.0023,0.0022,0.0023,0.0022,0.0022,0.0024
도시대기,전라북도,남원,죽항동,0.0032**,0.0031,0.0028,0.0028,0.0028,0.0027
도시대기,전라북도,남원,운봉읍,0.0026,0.0024,0.0023,0.0024,0.0023,0.0023
도시대기,전라북도,정읍,영파동,0.0024,0.002,0.002,0.0019,0.0019,0.002
도시대기,전라북도,정읍,연지동,0.0019,0.0015,0.0017,0.0016,0.0016,0.0014
도시대기,전라북도,정읍,신태인,0.003,0.0024,0.0023,0.0023,0.0023,0.0026
도시대기,전라북도,고창,고창읍,0.002,0.0019,0.0019,0.002,0.0022,0.0022
도시대기,전라북도,고창,심원면,0.0017*,0.0020*,0.0017*,0.0019,0.0028*,0.0023
도시대기,전라북도,부안,계화면,0.0018,0.0016,0.0017,0.0015,0.0015,0.0016
도시대기,전라북도,부안,부안읍,0.0019,0.0017,0.0018,0.0016,0.0017,0.0018
도시대기,전라북도,김제,요촌동,0.002,0.0017,0.0017,0.0017,0.0016,0.0018
도시대기,전라북도,김제,광활면,0.0019,0.0016,0.0017,0.0017,0.0016,0.0017
도시대기,전라북도,완주,구이면,0.0016,0.0015,0.0016,0.0015,0.0014,0.0014
도시대기,전라북도,완주,고산면,0.0018,0.0017,0.0015,0.0014,0.0014,0.0015
도시대기,전라북도,완주,봉동읍,0.0018,0.0016,0.0016,0.0015,0.0015,0.0015
도시대기,전라북도,진안,진안읍,0.0016,0.0015,0.0016,0.0016,0.0015,0.0016
도시대기,전라북도,무주,무주읍,0.002,0.0020**,0.0022*,0.0022,0.0025*,0.0025
도시대기,전라북도,순창,순창읍,0.0021,0.0022,0.0023,0.0027,0.0028*,0.0028
도시대기,전라북도,장수,장수읍,0.0022,0.0022,0.0022,0.0019,0.002,0.002
도시대기,전라남도,화순,화순읍,0.0034,0.0042,0.0044,0.0036,0.0025,0.0031
도시대기,전라남도,여수,서강동,0.0027,0.0022,0.0022,0.002,0.0022,0.0023
도시대기,전라남도,여수,월내동,0.0047,0.0063,0.0062,0.0057,0.0064,0.0063
도시대기,전라남도,여수,문수동,0.0024,0.002,0.0023,0.0021,0.0021,0.0026
도시대기,전라남도,여수,여천동,0.0021,0.0017,0.002,0.0016,0.0027,0.0033
도시대기,전라남도,여수,덕충동,0.0029,0.0024,0.0024,0.002,0.002,0.002
도시대기,전라남도,여수,화양면,0.0019,0.0018,0.0022,0.0019,0.0025,0.003
도시대기,전라남도,여수,율촌면,0.0024,0.0019,0.0022,0.0022,0.0025,0.0018
도시대기,전라남도,여수,삼일동,0.0036,0.0025,0.0025,0.002,0.0025,0.0027
도시대기,전라남도,광양,중동,0.0038,0.0033,0.004,0.0037,0.0043,0.0039
도시대기,전라남도,광양,태인동,0.0061,0.0044,0.008,0.0073,0.0074,0.0076
도시대기,전라남도,광양,봉강면,0.0028,0.0025,0.0028,0.0026,0.0029,0.0028
도시대기,전라남도,광양,광양읍,0.0026,0.0022,0.0025,0.0022,0.0027,0.0023
도시대기,전라남도,광양,진월면,0.0035,0.0035,0.004,0.0045,0.0052,0.0045
도시대기,전라남도,순천,장천동,0.0025,0.0021,0.0023,0.0028,0.0023,0.0022
도시대기,전라남도,순천,연향동,0.002,0.002,0.0025,0.0024,0.0021,0.0025
도시대기,전라남도,순천,순천만,0.0017,0.0016,0.0015,0.0015,0.0017,0.0017
도시대기,전라남도,순천,호두리,0.0029,0.0028,0.0032,0.0029,0.0026,0.0023
도시대기,전라남도,순천,신대,0.0028,0.0025,0.0031,0.0032,0.0034,0.003
도시대기,전라남도,목포,용당동,0.003,0.0027,0.0025,0.0026,0.0026,0.0024
도시대기,전라남도,목포,부흥동,0.0028,0.0028,0.0026,0.0024,0.0023,0.002
도시대기,전라남도,영암,대불,0.0021,0.0019,0.0016,0.0017,0.0018,0.0018
도시대기,전라남도,영암,영암읍,0.0027,0.0028,0.0029,0.0024,0.0024,0.003
도시대기,전라남도,나주,빛가람동,0.002,0.0017,0.002,0.0023,0.0025,0.0021
도시대기,전라남도,담양,담양읍,0.0022,0.0017,0.0025,0.0026,0.0018,0.0022
도시대기,전라남도,장성,장성읍,0.0038,0.0021,0.0016,0.0028**,0.0028,0.0013
도시대기,전라남도,해남,해남읍,0.0028,0.0028,0.0027,0.0026,0.0028,0.0026
도시대기,전라남도,영광,영광읍,0.0021,0.0019,0.002,0.0023,0.0026,0.0026
도시대기,전라남도,장흥,장흥읍,0.0021,0.0019,0.0016,0.0016,0.0018,0.0019
도시대기,전라남도,진도,진도읍,0.0028,0.003,0.0026,0.0029,0.0029,0.0023
도시대기,전라남도,완도,신지면,0.0024,0.0025,0.0027,0.0022,0.0028,0.003
도시대기,전라남도,함평,함평읍,0.0025,0.0028,0.003,0.0027,0.0026,0.003
도시대기,전라남도,고흥,고흥읍,0.0023,0.0021,0.0021,0.0017,0.0018,0.0023
도시대기,전라남도,신안,신안군,0.0023,0.0022,0.002,0.0018,0.0021,0.0022
도시대기,전라남도,무안,무안읍,0.0022,0.0022,0.0022,0.0022,0.0017,0.002
도시대기,전라남도,강진,강진읍,0.0032,0.003,0.0029,0.0029,0.003,0.0032
도시대기,전라남도,곡성,곡성읍,0.0025,0.0024,0.0024,0.0024,0.0023,0.0025
도시대기,전라남도,구례,구례읍,0.0025,0.0023,0.0024,0.0024,0.0016,0.0022
도시대기,전라남도,보성,벌교읍,0.0024,0.0024,0.0026,0.0023,0.002,0.0024
도시대기,전라남도,보성,보성읍,0.0024,0.0023,0.0023,0.0021,0.0021,0.0025
도시대기,경상북도,영덕,영덕읍,0.0026,0.002,0.0021,0.0021,0.0021,0.0021
도시대기,경상북도,영덕,영해면,0.0023,0.002,0.0021,0.0021,0.002,0.002
도시대기,경상북도,영천,영천시,0.0024,0.0026,0.0027,0.0028,0.0023,0.0022
도시대기,경상북도,의성,의성읍,0.0032,0.003,0.0038,0.0023,0.0018,0.0027
도시대기,경상북도,의성,안계면사무소,0.0028,0.0027,0.0028,0.0026,0.0029,0.0021
도시대기,경상북도,포항,장흥동,0.003,0.0026,0.0033,0.0037,0.0032,0.0037
도시대기,경상북도,포항,장량동,0.0021,0.002,0.0024,-,0.0024*,0.0026
도시대기,경상북도,포항,대도동,0.0028,0.0026,0.0027,0.0029,0.0034,0.0029
도시대기,경상북도,포항,대송면,0.0025,0.0026,0.0034,0.0039,0.0026,0.0036
도시대기,경상북도,포항,3공단,0.0031,0.003,0.0034,0.0042**,0.0025*,0.0032
도시대기,경상북도,포항,송도동,0.0035,0.0027,0.0032,0.0029,0.0029,0.0031
도시대기,경상북도,포항,오천읍,0.0029,0.0027,0.003,0.0021,0.0025,0.0028
도시대기,경상북도,포항,청림동,0.0048,0.0051,0.0046,0.0056,0.0054,0.0069
도시대기,경상북도,포항,연일읍,0.003,0.0026,0.0029,0.0034,0.0031,0.0032
도시대기,경상북도,포항,제철동,0.0032,0.0027,0.0028,0.0026,0.0026,0.0037
도시대기,경상북도,포항,양덕동,-,-,-,-,-,0.0025**
도시대기,경상북도,구미,공단동,0.0024,0.0022,0.002,0.0024,0.0019,0.0013
도시대기,경상북도,구미,원평동,0.0023,0.0021,0.0022,0.0021,0.0021,0.0021
도시대기,경상북도,구미,형곡동,0.0023,0.0022,0.0022,0.002,0.0019,0.0019
도시대기,경상북도,구미,4공단,0.0023,0.0017,0.0015,0.0021,0.0021,0.002
도시대기,경상북도,구미,진미동,0.0023,0.0021,0.0022,0.0019,0.0019,0.0019
도시대기,경상북도,김천,평화남산동,0.0037,0.0028,0.003,0.003,0.003,0.0031
도시대기,경상북도,김천,대광동,0.002,0.0019,0.0019,0.0022,0.0021,0.0022
도시대기,경상북도,김천,율곡동,0.0021,0.0021,0.0022,0.0022,0.0021,0.0021
도시대기,경상북도,경주,성건동,0.0032,0.0031,0.003,0.0032,0.0033,0.0034
도시대기,경상북도,경주,보덕동,0.0034,0.0034,0.0036,0.003,0.0032,0.0034
도시대기,경상북도,경주,안강읍,0.0036,0.0033,0.003,0.0031,0.0032,0.0032
도시대기,경상북도,경주,외동읍,0.0035,0.0033,0.0034,0.003,0.004,0.0037
도시대기,경상북도,안동,명륜동,0.0021,0.002,0.0015,0.002,0.002,0.0019
도시대기,경상북도,영주,가흥동,0.0025*,0.0019,0.0022,0.0027,0.0026,0.0026
도시대기,경상북도,영주,영주동,0.0049,0.0032,0.0022,0.002,0.0014,0.0018
도시대기,경상북도,경산,중방동,0.0031,0.0026,0.0039,0.0033*,0.0031*,0.0033*
도시대기,경상북도,경산,진량읍,0.0032,0.0028,0.0031,0.0027,0.0029,0.003
도시대기,경상북도,경산,하양읍,0.003,0.0028,0.0028,0.0026,0.0031,0.0031
도시대기,경상북도,상주,상주시,0.0016,0.0014,0.0018,0.002,0.0022,0.0028
도시대기,경상북도,칠곡,칠곡군,0.0033,0.0033,0.0033,0.0032,0.0031,0.0021
도시대기,경상북도,울진,울진군,0.0022,0.0022,0.0025,0.0016,0.0021,0.0022
도시대기,경상북도,봉화,석포면,0.0085,0.0057,0.0055,0.004,0.004,0.0032
도시대기,경상북도,봉화,봉화군,0.002,0.0014,0.0011,0.001,0.001,0.002
도시대기,경상북도,울릉,울릉읍,0.0027,0.0027,0.0013,0.0021,0.003,0.0028
도시대기,경상북도,고령,대가야읍,0.0024,0.0026,0.0023,0.0022,0.0019,0.0019
도시대기,경상북도,군위,군위군,0.0015,0.002,0.0018,0.0014,-,-
도시대기,경상북도,성주,성주군,0.0023,0.0019,0.0018,0.002,0.0021,0.0021
도시대기,경상북도,예천,예천군,0.0027,0.0022,0.0021,0.0021,0.002,0.002
도시대기,경상북도,청도,화양읍,0.0029,0.0021,0.0022,0.0021,0.0021,0.0021
도시대기,경상북도,청송,청송군,0.0016,0.0015,0.0019,0.002,0.002,0.0022
도시대기,경상북도,영양,영양군,0.0018,0.0015,0.0017,0.002,0.0021,0.002
도시대기,경상북도,문경,문경시,0.0023,0.0022,0.0026,0.0021,0.0021,0.0021
도시대기,경상남도,창원,명서동,0.0034,0.003,0.0031,0.003,0.003,0.0031
도시대기,경상남도,창원,웅남동,0.0039,0.0034,0.0035,0.0033,0.0034,0.0033
도시대기,경상남도,창원,성주동,0.0032,0.0028,0.0029,0.0028,0.0028,0.0027
도시대기,경상남도,창원,용지동,0.0028,0.0027,0.0024,0.0022,0.0022,0.0021
도시대기,경상남도,창원,사파동,0.003,0.0027,0.0023,0.0019,0.0023,0.0022
도시대기,경상남도,창원,경화동,0.0026,0.0025,0.0022,0.002,0.002,0.0021
도시대기,경상남도,창원,회원동,0.003,0.0028,0.0025,0.0021,0.0022,0.0024
도시대기,경상남도,창원,봉암동,0.0036,0.0035,0.0036,0.003,0.0033,0.0039
도시대기,경상남도,창원,월영동,0.0031,0.0027,0.0027,0.0026,0.0028,0.0029
도시대기,경상남도,창원,내서읍,0.0027,0.0022,0.0022,0.002,0.0022,0.0022
도시대기,경상남도,진주,상봉동,0.0036,0.0024,0.0019,0.0021,0.0026,0.0026
도시대기,경상남도,진주,대안동,0.0031,0.0023,0.0023,0.0024,0.0027,0.0023
도시대기,경상남도,진주,상대동,0.0048,0.004,0.0035,0.0035,0.0027,0.0026
도시대기,경상남도,진주,정촌면,0.0032,0.0028,0.0026,0.0028,0.0027,0.0022
도시대기,경상남도,하동,하동읍,0.004,0.0033,0.0038,0.0038,0.0041,0.0034
도시대기,경상남도,하동,금성면,0.0041,0.0035,0.0034,0.0036,0.0035,0.0029
도시대기,경상남도,김해,동상동,0.0029,0.0024,0.0023,0.002,0.0018,0.0018
도시대기,경상남도,김해,삼방동,0.0025,0.0023,0.0023,0.0028,0.0020**,0.0017
도시대기,경상남도,김해,장유동,0.0041,0.0033,0.0033,0.0035,0.0034,0.0034
도시대기,경상남도,김해,진영읍,0.0037,0.0032,0.0033,0.003,0.0029,0.0029
도시대기,경상남도,양산,북부동,0.0036,0.0032,0.0034,0.0033,0.0029,0.0031
도시대기,경상남도,양산,삼호동,0.0027,0.0023,0.0023,0.0026,0.0027,0.0026
도시대기,경상남도,양산,물금읍,0.003,0.0023,0.0021,0.0021,0.0022,0.0026
도시대기,경상남도,거제,아주동,0.0028,0.0027,0.0024,0.0021,0.0024,0.0026
도시대기,경상남도,거제,고현동,0.003,0.003,0.0021,0.0021,0.0026,0.0022
도시대기,경상남도,사천,사천읍,0.0044,0.0047,0.0039,0.004,0.0038,-
도시대기,경상남도,사천,향촌동,0.0035,0.0032,0.0027,0.0024,0.0023,0.0023
도시대기,경상남도,밀양,내일동,0.0036,0.003,0.0027,0.0027,0.003,0.0036
도시대기,경상남도,통영,무전동,0.003,0.003,0.0024,0.0026,0.0026,0.0027
도시대기,경상남도,고성,고성읍,0.0025,0.0024,0.0023,0.0021,0.0022,0.0022
도시대기,경상남도,거창,거창읍,0.0033,0.0021,0.0024,0.0019,0.0018,0.0019
도시대기,경상남도,함안,가야읍,0.003,0.0023,0.0021,0.0018,0.0021,0.0022
도시대기,경상남도,함양,함양읍,0.0027,0.0022,0.0022,0.0019,0.0022,0.0024
도시대기,경상남도,남해,남해읍,0.0029,0.0027,0.0022,0.0023,0.0022,0.0022
도시대기,경상남도,산청,산청읍,0.0031,0.0028,-,0.0028,0.0028,0.0027
도시대기,경상남도,의령,의령읍,0.0032,0.0027,0.0027,0.0025,0.0025,0.0025
도시대기,경상남도,창녕,창녕읍,0.0038,0.0031,0.0031,0.0029,0.0028,0.0027
도시대기,경상남도,합천,합천읍,0.0032,0.003,0.0029,0.0028,0.0026,0.0025
도시대기,제주특별자치도,제주,화북동,0.0017,0.0015,0.0017,0.0016,0.0026,0.0024
도시대기,제주특별자치도,제주,조천읍,0.0025,0.0024,0.0023,0.0014,0.0015,0.0019
도시대기,제주특별자치도,제주,한림읍,0.0022,0.0009,0.0012,0.0013,0.0016,0.0018
도시대기,제주특별자치도,제주,이도동,0.0015,0.0013,0.0015,0.0011,0.0023,0.0016
도시대기,제주특별자치도,제주,연동,0.002,0.0019,0.0024,0.0017,0.0014,0.0019
도시대기,제주특별자치도,제주,애월읍,0.0016,0.0019,0.0023,0.0017,0.0015,0.0015
도시대기,제주특별자치도,서귀포,동홍동,0.0017,0.0017,0.0019,0.0012,0.0012,0.0012
도시대기,제주특별자치도,서귀포,성산읍,0.0013,0.0012,0.0013,0.001,0.0016,0.002
도시대기,제주특별자치도,서귀포,대정읍,0.0013,0.0013,0.0016,0.001,0.001,0.0013
도시대기,제주특별자치도,서귀포,남원읍,0.0019,0.0016,0.0016,0.0006,0.0007,0.0008
도시대기,제주특별자치도,서귀포,강정동,0.0014,0.0013,0.0013,0.0013,0.0014,0.0015
국가배경농도,인천광역시,옹진군,백령도,0.0016,0.0017,0.002,0.0019,0.0018,0.0019
국가배경농도,인천광역시,옹진군,연평도,0.0015,0.0015,0.0016,0.0018,0.0017,0.0017
국가배경농도,인천광역시,옹진군,울도,0.0014*,0.0009,0.0016,0.0018,0.0021,0.0021
국가배경농도,충청남도,보령,외연도,0.0021,0.0028*,0.0024,0.0018,0.0015**,0.0019*
국가배경농도,전라남도,영광,안마도,0.0016,0.0014,0.0013,0.0013,0.0015,0.0017
국가배경농도,전라남도,신안,홍도,0.0015,0.0016,0.0016,0.0016,0.0017,0.0018
국가배경농도,전라남도,신안,가거도,0.0016,0.0016,0.0017,0.0016,0.0016,0.0017
국가배경농도,경상북도,울릉군,태하리,0.0019,0.0019,0.0022,0.0022,0.0024,0.0026
국가배경농도,제주특별자치도,제주,고산리,0.0006,0.0004,0.0004,0.0003,0.0005,0.0005
교외대기,인천광역시,강화군,석모리,0.0015,0.0018,0.0021,0.0024,0.0025,0.0025
교외대기,인천광역시,옹진군,덕적도,0.0021,0.0019,0.0025,0.0017,0.0021,0.0021
교외대기,경기도,이천,설성면,0.0019,0.0015,0.0016,0.0016,0.0013,0.0014
교외대기,경기도,파주,파주,0.0022,0.0017,0.0019,0.0017,0.0017,0.0013
교외대기,경기도,포천,관인면,0.0013,0.0012,0.0011,0.0013,0.0016,0.0016
교외대기,경기도,연천,연천(DMZ),0.002,0.0017,0.0018,0.0013,0.0013,0.0015
교외대기,강원도,양구,방산면,0.0016,0.0012,0.0012,0.0015,0.0018,0.0012*
교외대기,강원도,고성,간성읍,0.0018,0.0012,0.0013,0.0013,0.001,0.001
교외대기,강원도,고성,인제(DMZ),0.0017,0.0012,0.0013,0.0013**,0.0008,0.0008
교외대기,강원도,고성,고성(DMZ),0.0029*,0.0024,0.0021,0.0016,0.0016,0.002
교외대기,강원도,정선,북평면,0.0021,0.0016,0.0015,0.0016,0.0016,0.0016
교외대기,강원도,횡성,치악산,0.0023,0.002,0.0018,0.0015,0.0015,0.0015
교외대기,강원도,철원,철원(DMZ),0.0021,0.0017,0.0012,0.0012,0.0013,0.0009
교외대기,강원도,화천,화천(DMZ),0.0018,0.0016,0.0015,0.0014,0.0012,0.001
교외대기,충청북도,괴산,청천면,0.0014,0.001,0.0011,0.0011,0.001,0.0012
교외대기,충청북도,음성,금왕,0.0015,0.001,0.0015,0.0012,0.0018,0.0015
교외대기,충청남도,태안,파도리,0.0018*,0.0015,0.0016,0.0014,0.0012,0.0016
교외대기,충청남도,공주,사곡면,0.0025,0.0013,0.0015,0.0015,0.0011,0.0015*
교외대기,전라북도,임실,운암면,0.0017,0.0014,0.0015,0.0013,0.0014,0.0012
교외대기,전라북도,부안,새만금,0.0034*,0.0026**,0.0025,0.0023,0.0023,0.0021
교외대기,전라남도,화순,송단리,0.0024,0.0023,0.0022,0.002,0.0019,0.0019
교외대기,경상북도,영덕,강구면,0.0015,0.0017,0.0018,0.0019,0.002,0.0021
교외대기,경상북도,영천,화북면,0.0017,0.0016,0.0016,0.0014,0.0014,0.0014
교외대기,경상북도,의성,안계면,0.0013,0.0014,0.0015,0.0018,0.0021,0.0018
교외대기,경상남도,창원,대산면,0.0017,0.0016,0.0015,0.0016,0.0018,0.0019
교외대기,경상남도,거제,저구리,0.002,0.002,0.0018,0.0022,0.0027,0.0031
교외대기,경상남도,거창,남상면,0.0018,0.0018,0.0019,0.0020*,0.002,0.0016
도로변대기,서울특별시,서울특별시,한강대로,0.004,0.0035*,0.0032,0.0034,0.0033,0.003
도로변대기,서울특별시,서울특별시,청계천로,0.0037,0.0034,0.0036,0.0034,0.0037**,0.0026*
도로변대기,서울특별시,서울특별시,종로,0.0035,0.0032,0.0032,0.0032,0.0033,0.0033
도로변대기,서울특별시,서울특별시,홍릉로,0.0037,0.0032,0.0033,0.0031,0.0031,0.0031
도로변대기,서울특별시,서울특별시,신촌로,0.0033,0.0028,0.0031,0.0028,0.0028,0.0026
도로변대기,서울특별시,서울특별시,영등포로,0.0034,0.0028,0.003,0.0027,0.0027,0.0026
도로변대기,서울특별시,서울특별시,도산대로,0.0031,0.0028,0.0027,0.0024,0.0026,0.003
도로변대기,서울특별시,서울특별시,천호대로,0.0032,0.0026,0.0025,0.0024,0.0025,0.0027
도로변대기,서울특별시,서울특별시,강남대로,0.003,0.0028,0.0025,0.0027,0.0022,0.0023
도로변대기,서울특별시,서울특별시,강변북로,0.0034,0.003,0.003,0.0027,0.0026,0.0026
도로변대기,서울특별시,서울특별시,화랑로,0.0033,0.0027,0.0027,0.0025,0.0025,0.0027
도로변대기,서울특별시,서울특별시,공항대로,0.0034,0.003,0.0032,0.0028,0.0027,0.0027
도로변대기,서울특별시,서울특별시,동작대로,0.0033,0.0027,0.0028,0.003,0.0034,0.0029
도로변대기,서울특별시,서울특별시,정릉로,0.0033,0.0028,0.0028,0.0027,0.0029,0.0027
도로변대기,서울특별시,서울특별시,시흥대로,0.0035,0.003,0.0034,0.003,0.0029,0.0032
도로변대기,서울특별시,서울특별시,시도평균,0.0034,0.0029,0.003,0.0028,0.0029,0.0028
도로변대기,부산광역시,부산광역시,온천동,0.003,0.0031,0.002,0.0022,0.002,0.0021
도로변대기,부산광역시,부산광역시,초량동,0.0027,0.0026,0.0027,0.0028,0.0029,0.0027
도로변대기,부산광역시,부산광역시,삼락동,0.0025,0.002,0.0023,0.0025,0.0025,0.0024
도로변대기,부산광역시,부산광역시,시도평균,0.0027,0.0025,0.0023,0.0025,0.0024,0.0024
도로변대기,대구광역시,대구광역시,평리동,0.0029,0.0022,0.0022,0.0018,0.0017,0.0017
도로변대기,대구광역시,대구광역시,이곡동,0.0025,0.0018,0.0018,0.0018,0.0012,0.0012
도로변대기,대구광역시,대구광역시,충혼탑,0.0012**,0.0012,0.0012,0.0011,0.0011,0.0013
도로변대기,대구광역시,대구광역시,시도평균,0.0025*,0.0017,0.0017,0.0015,0.0013,0.0014
